DATE_ID,FULL_DATE,YEAR,QUARTER,MONTH,MONTH_NAME,WEEK,DAY_OF_WEEK,IS_WEEKEND,IS_HOLIDAY
20220415,2022-04-15,2022,Q2,4,April,15,Friday,N,Y
20220416,2022-04-16,2022,Q2,4,April,15,Saturday,Y,N
20220417,2022-04-17,2022,Q2,4,April,15,Sunday,Y,N
20220418,2022-04-18,2022,Q2,4,April,16,Monday,N,N
20220419,2022-04-19,2022,Q2,4,April,16,Tuesday,N,N
20220420,2022-04-20,2022,Q2,4,April,16,Wednesday,N,N
20220421,2022-04-21,2022,Q2,4,April,16,Thursday,N,N
20220422,2022-04-22,2022,Q2,4,April,16,Friday,N,N
20220423,2022-04-23,2022,Q2,4,April,16,Saturday,Y,N
20220424,2022-04-24,2022,Q2,4,April,16,Sunday,Y,Y
20220425,2022-04-25,2022,Q2,4,April,17,Monday,N,N
20220426,2022-04-26,2022,Q2,4,April,17,Tuesday,N,N
20220427,2022-04-27,2022,Q2,4,April,17,Wednesday,N,N
20220428,2022-04-28,2022,Q2,4,April,17,Thursday,N,N
20220429,2022-04-29,2022,Q2,4,April,17,Friday,N,Y
20220430,2022-04-30,2022,Q2,4,April,17,Saturday,Y,N
20220501,2022-05-01,2022,Q2,5,May,17,Sunday,Y,N
20220502,2022-05-02,2022,Q2,5,May,18,Monday,N,N
20220503,2022-05-03,2022,Q2,5,May,18,Tuesday,N,N
20220504,2022-05-04,2022,Q2,5,May,18,Wednesday,N,N
20220505,2022-05-05,2022,Q2,5,May,18,Thursday,N,N
20220506,2022-05-06,2022,Q2,5,May,18,Friday,N,N
20220507,2022-05-07,2022,Q2,5,May,18,Saturday,Y,N
20220508,2022-05-08,2022,Q2,5,May,18,Sunday,Y,N
20220509,2022-05-09,2022,Q2,5,May,19,Monday,N,N
20220510,2022-05-10,2022,Q2,5,May,19,Tuesday,N,Y
20220511,2022-05-11,2022,Q2,5,May,19,Wednesday,N,Y
20220512,2022-05-12,2022,Q2,5,May,19,Thursday,N,N
20220513,2022-05-13,2022,Q2,5,May,19,Friday,N,N
20220514,2022-05-14,2022,Q2,5,May,19,Saturday,Y,N
20220515,2022-05-15,2022,Q2,5,May,19,Sunday,Y,N
20220516,2022-05-16,2022,Q2,5,May,20,Monday,N,N
20220517,2022-05-17,2022,Q2,5,May,20,Tuesday,N,N
20220518,2022-05-18,2022,Q2,5,May,20,Wednesday,N,N
20220519,2022-05-19,2022,Q2,5,May,20,Thursday,N,Y
20220520,2022-05-20,2022,Q2,5,May,20,Friday,N,Y
20220521,2022-05-21,2022,Q2,5,May,20,Saturday,Y,Y
20220522,2022-05-22,2022,Q2,5,May,20,Sunday,Y,N
20220523,2022-05-23,2022,Q2,5,May,21,Monday,N,N
20220524,2022-05-24,2022,Q2,5,May,21,Tuesday,N,N
20220525,2022-05-25,2022,Q2,5,May,21,Wednesday,N,N
20220526,2022-05-26,2022,Q2,5,May,21,Thursday,N,N
20220527,2022-05-27,2022,Q2,5,May,21,Friday,N,N
20220528,2022-05-28,2022,Q2,5,May,21,Saturday,Y,N
20220529,2022-05-29,2022,Q2,5,May,21,Sunday,Y,N
20220530,2022-05-30,2022,Q2,5,May,22,Monday,N,N
20220531,2022-05-31,2022,Q2,5,May,22,Tuesday,N,N
20220601,2022-06-01,2022,Q2,6,June,22,Wednesday,N,N
20220602,2022-06-02,2022,Q2,6,June,22,Thursday,N,N
20220603,2022-06-03,2022,Q2,6,June,22,Friday,N,N
20220604,2022-06-04,2022,Q2,6,June,22,Saturday,Y,N
20220605,2022-06-05,2022,Q2,6,June,22,Sunday,Y,N
20220606,2022-06-06,2022,Q2,6,June,23,Monday,N,Y
20220607,2022-06-07,2022,Q2,6,June,23,Tuesday,N,Y
20220608,2022-06-08,2022,Q2,6,June,23,Wednesday,N,N
20220609,2022-06-09,2022,Q2,6,June,23,Thursday,N,N
20220610,2022-06-10,2022,Q2,6,June,23,Friday,N,N
20220611,2022-06-11,2022,Q2,6,June,23,Saturday,Y,N
20220612,2022-06-12,2022,Q2,6,June,23,Sunday,Y,N
20220613,2022-06-13,2022,Q2,6,June,24,Monday,N,N
20220614,2022-06-14,2022,Q2,6,June,24,Tuesday,N,Y
20220615,2022-06-15,2022,Q2,6,June,24,Wednesday,N,Y
20220616,2022-06-16,2022,Q2,6,June,24,Thursday,N,N
20220617,2022-06-17,2022,Q2,6,June,24,Friday,N,Y
20220618,2022-06-18,2022,Q2,6,June,24,Saturday,Y,N
20220619,2022-06-19,2022,Q2,6,June,24,Sunday,Y,N
20220620,2022-06-20,2022,Q2,6,June,25,Monday,N,N
20220621,2022-06-21,2022,Q2,6,June,25,Tuesday,N,N
20220622,2022-06-22,2022,Q2,6,June,25,Wednesday,N,N
20220623,2022-06-23,2022,Q2,6,June,25,Thursday,N,N
20220624,2022-06-24,2022,Q2,6,June,25,Friday,N,N
20220625,2022-06-25,2022,Q2,6,June,25,Saturday,Y,N
20220626,2022-06-26,2022,Q2,6,June,25,Sunday,Y,N
20220627,2022-06-27,2022,Q2,6,June,26,Monday,N,Y
20220628,2022-06-28,2022,Q2,6,June,26,Tuesday,N,N
20220629,2022-06-29,2022,Q2,6,June,26,Wednesday,N,N
20220630,2022-06-30,2022,Q2,6,June,26,Thursday,N,N
20220701,2022-07-01,2022,Q3,7,July,26,Friday,N,N
20220702,2022-07-02,2022,Q3,7,July,26,Saturday,Y,N
20220703,2022-07-03,2022,Q3,7,July,26,Sunday,Y,N
20220704,2022-07-04,2022,Q3,7,July,27,Monday,N,N
20220705,2022-07-05,2022,Q3,7,July,27,Tuesday,N,N
20220706,2022-07-06,2022,Q3,7,July,27,Wednesday,N,Y
20220707,2022-07-07,2022,Q3,7,July,27,Thursday,N,N
20220708,2022-07-08,2022,Q3,7,July,27,Friday,N,Y
20220709,2022-07-09,2022,Q3,7,July,27,Saturday,Y,Y
20220710,2022-07-10,2022,Q3,7,July,27,Sunday,Y,N
20220711,2022-07-11,2022,Q3,7,July,28,Monday,N,N
20220712,2022-07-12,2022,Q3,7,July,28,Tuesday,N,N
20220713,2022-07-13,2022,Q3,7,July,28,Wednesday,N,Y
20220714,2022-07-14,2022,Q3,7,July,28,Thursday,N,Y
20220715,2022-07-15,2022,Q3,7,July,28,Friday,N,N
20220716,2022-07-16,2022,Q3,7,July,28,Saturday,Y,N
20220717,2022-07-17,2022,Q3,7,July,28,Sunday,Y,N
20220718,2022-07-18,2022,Q3,7,July,29,Monday,N,N
20220719,2022-07-19,2022,Q3,7,July,29,Tuesday,N,N
20220720,2022-07-20,2022,Q3,7,July,29,Wednesday,N,N
20220721,2022-07-21,2022,Q3,7,July,29,Thursday,N,Y
20220722,2022-07-22,2022,Q3,7,July,29,Friday,N,N
20220723,2022-07-23,2022,Q3,7,July,29,Saturday,Y,N
20220724,2022-07-24,2022,Q3,7,July,29,Sunday,Y,Y
20220725,2022-07-25,2022,Q3,7,July,30,Monday,N,N
20220726,2022-07-26,2022,Q3,7,July,30,Tuesday,N,N
20220727,2022-07-27,2022,Q3,7,July,30,Wednesday,N,N
20220728,2022-07-28,2022,Q3,7,July,30,Thursday,N,N
20220729,2022-07-29,2022,Q3,7,July,30,Friday,N,N
20220730,2022-07-30,2022,Q3,7,July,30,Saturday,Y,N
20220731,2022-07-31,2022,Q3,7,July,30,Sunday,Y,Y
20220801,2022-08-01,2022,Q3,8,August,31,Monday,N,N
20220802,2022-08-02,2022,Q3,8,August,31,Tuesday,N,N
20220803,2022-08-03,2022,Q3,8,August,31,Wednesday,N,N
20220804,2022-08-04,2022,Q3,8,August,31,Thursday,N,N
20220805,2022-08-05,2022,Q3,8,August,31,Friday,N,N
20220806,2022-08-06,2022,Q3,8,August,31,Saturday,Y,N
20220807,2022-08-07,2022,Q3,8,August,31,Sunday,Y,N
20220808,2022-08-08,2022,Q3,8,August,32,Monday,N,N
20220809,2022-08-09,2022,Q3,8,August,32,Tuesday,N,N
20220810,2022-08-10,2022,Q3,8,August,32,Wednesday,N,Y
20220811,2022-08-11,2022,Q3,8,August,32,Thursday,N,N
20220812,2022-08-12,2022,Q3,8,August,32,Friday,N,N
20220813,2022-08-13,2022,Q3,8,August,32,Saturday,Y,N
20220814,2022-08-14,2022,Q3,8,August,32,Sunday,Y,Y
20220815,2022-08-15,2022,Q3,8,August,33,Monday,N,N
20220816,2022-08-16,2022,Q3,8,August,33,Tuesday,N,N
20220817,2022-08-17,2022,Q3,8,August,33,Wednesday,N,N
20220818,2022-08-18,2022,Q3,8,August,33,Thursday,N,N
20220819,2022-08-19,2022,Q3,8,August,33,Friday,N,N
20220820,2022-08-20,2022,Q3,8,August,33,Saturday,Y,N
20220821,2022-08-21,2022,Q3,8,August,33,Sunday,Y,N
20220822,2022-08-22,2022,Q3,8,August,34,Monday,N,N
20220823,2022-08-23,2022,Q3,8,August,34,Tuesday,N,N
20220824,2022-08-24,2022,Q3,8,August,34,Wednesday,N,N
20220825,2022-08-25,2022,Q3,8,August,34,Thursday,N,N
20220826,2022-08-26,2022,Q3,8,August,34,Friday,N,N
20220827,2022-08-27,2022,Q3,8,August,34,Saturday,Y,N
20220828,2022-08-28,2022,Q3,8,August,34,Sunday,Y,N
20220829,2022-08-29,2022,Q3,8,August,35,Monday,N,N
20220830,2022-08-30,2022,Q3,8,August,35,Tuesday,N,N
20220831,2022-08-31,2022,Q3,8,August,35,Wednesday,N,N
20220901,2022-09-01,2022,Q3,9,September,35,Thursday,N,N
20220902,2022-09-02,2022,Q3,9,September,35,Friday,N,N
20220903,2022-09-03,2022,Q3,9,September,35,Saturday,Y,N
20220904,2022-09-04,2022,Q3,9,September,35,Sunday,Y,N
20220905,2022-09-05,2022,Q3,9,September,36,Monday,N,N
20220906,2022-09-06,2022,Q3,9,September,36,Tuesday,N,N
20220907,2022-09-07,2022,Q3,9,September,36,Wednesday,N,N
20220908,2022-09-08,2022,Q3,9,September,36,Thursday,N,N
20220909,2022-09-09,2022,Q3,9,September,36,Friday,N,Y
20220910,2022-09-10,2022,Q3,9,September,36,Saturday,Y,N
20220911,2022-09-11,2022,Q3,9,September,36,Sunday,Y,N
20220912,2022-09-12,2022,Q3,9,September,37,Monday,N,N
20220913,2022-09-13,2022,Q3,9,September,37,Tuesday,N,N
20220914,2022-09-14,2022,Q3,9,September,37,Wednesday,N,N
20220915,2022-09-15,2022,Q3,9,September,37,Thursday,N,N
20220916,2022-09-16,2022,Q3,9,September,37,Friday,N,N
20220917,2022-09-17,2022,Q3,9,September,37,Saturday,Y,N
20220918,2022-09-18,2022,Q3,9,September,37,Sunday,Y,N
20220919,2022-09-19,2022,Q3,9,September,38,Monday,N,N
20220920,2022-09-20,2022,Q3,9,September,38,Tuesday,N,N
20220921,2022-09-21,2022,Q3,9,September,38,Wednesday,N,N
20220922,2022-09-22,2022,Q3,9,September,38,Thursday,N,N
20220923,2022-09-23,2022,Q3,9,September,38,Friday,N,N
20220924,2022-09-24,2022,Q3,9,September,38,Saturday,Y,N
20220925,2022-09-25,2022,Q3,9,September,38,Sunday,Y,N
20220926,2022-09-26,2022,Q3,9,September,39,Monday,N,N
20220927,2022-09-27,2022,Q3,9,September,39,Tuesday,N,N
20220928,2022-09-28,2022,Q3,9,September,39,Wednesday,N,N
20220929,2022-09-29,2022,Q3,9,September,39,Thursday,N,N
20220930,2022-09-30,2022,Q3,9,September,39,Friday,N,Y
20221001,2022-10-01,2022,Q4,10,October,39,Saturday,Y,N
20221002,2022-10-02,2022,Q4,10,October,39,Sunday,Y,Y
20221003,2022-10-03,2022,Q4,10,October,40,Monday,N,N
20221004,2022-10-04,2022,Q4,10,October,40,Tuesday,N,N
20221005,2022-10-05,2022,Q4,10,October,40,Wednesday,N,Y
20221006,2022-10-06,2022,Q4,10,October,40,Thursday,N,N
20221007,2022-10-07,2022,Q4,10,October,40,Friday,N,N
20221008,2022-10-08,2022,Q4,10,October,40,Saturday,Y,Y
20221009,2022-10-09,2022,Q4,10,October,40,Sunday,Y,N
20221010,2022-10-10,2022,Q4,10,October,41,Monday,N,N
20221011,2022-10-11,2022,Q4,10,October,41,Tuesday,N,N
20221012,2022-10-12,2022,Q4,10,October,41,Wednesday,N,N
20221013,2022-10-13,2022,Q4,10,October,41,Thursday,N,N
20221014,2022-10-14,2022,Q4,10,October,41,Friday,N,N
20221015,2022-10-15,2022,Q4,10,October,41,Saturday,Y,N
20221016,2022-10-16,2022,Q4,10,October,41,Sunday,Y,N
20221017,2022-10-17,2022,Q4,10,October,42,Monday,N,N
20221018,2022-10-18,2022,Q4,10,October,42,Tuesday,N,N
20221019,2022-10-19,2022,Q4,10,October,42,Wednesday,N,N
20221020,2022-10-20,2022,Q4,10,October,42,Thursday,N,N
20221021,2022-10-21,2022,Q4,10,October,42,Friday,N,Y
20221022,2022-10-22,2022,Q4,10,October,42,Saturday,Y,Y
20221023,2022-10-23,2022,Q4,10,October,42,Sunday,Y,Y
20221024,2022-10-24,2022,Q4,10,October,43,Monday,N,N
20221025,2022-10-25,2022,Q4,10,October,43,Tuesday,N,N
20221026,2022-10-26,2022,Q4,10,October,43,Wednesday,N,Y
20221027,2022-10-27,2022,Q4,10,October,43,Thursday,N,Y
20221028,2022-10-28,2022,Q4,10,October,43,Friday,N,Y
20221029,2022-10-29,2022,Q4,10,October,43,Saturday,Y,N
20221030,2022-10-30,2022,Q4,10,October,43,Sunday,Y,N
20221031,2022-10-31,2022,Q4,10,October,44,Monday,N,N
20221101,2022-11-01,2022,Q4,11,November,44,Tuesday,N,N
20221102,2022-11-02,2022,Q4,11,November,44,Wednesday,N,N
20221103,2022-11-03,2022,Q4,11,November,44,Thursday,N,N
20221104,2022-11-04,2022,Q4,11,November,44,Friday,N,N
20221105,2022-11-05,2022,Q4,11,November,44,Saturday,Y,Y
20221106,2022-11-06,2022,Q4,11,November,44,Sunday,Y,Y
20221107,2022-11-07,2022,Q4,11,November,45,Monday,N,N
20221108,2022-11-08,2022,Q4,11,November,45,Tuesday,N,N
20221109,2022-11-09,2022,Q4,11,November,45,Wednesday,N,N
20221110,2022-11-10,2022,Q4,11,November,45,Thursday,N,Y
20221111,2022-11-11,2022,Q4,11,November,45,Friday,N,N
20221112,2022-11-12,2022,Q4,11,November,45,Saturday,Y,N
20221113,2022-11-13,2022,Q4,11,November,45,Sunday,Y,N
20221114,2022-11-14,2022,Q4,11,November,46,Monday,N,N
20221115,2022-11-15,2022,Q4,11,November,46,Tuesday,N,N
20221116,2022-11-16,2022,Q4,11,November,46,Wednesday,N,N
20221117,2022-11-17,2022,Q4,11,November,46,Thursday,N,N
20221118,2022-11-18,2022,Q4,11,November,46,Friday,N,N
20221119,2022-11-19,2022,Q4,11,November,46,Saturday,Y,N
20221120,2022-11-20,2022,Q4,11,November,46,Sunday,Y,N
20221121,2022-11-21,2022,Q4,11,November,47,Monday,N,Y
20221122,2022-11-22,2022,Q4,11,November,47,Tuesday,N,N
20221123,2022-11-23,2022,Q4,11,November,47,Wednesday,N,Y
20221124,2022-11-24,2022,Q4,11,November,47,Thursday,N,N
20221125,2022-11-25,2022,Q4,11,November,47,Friday,N,N
20221126,2022-11-26,2022,Q4,11,November,47,Saturday,Y,N
20221127,2022-11-27,2022,Q4,11,November,47,Sunday,Y,N
20221128,2022-11-28,2022,Q4,11,November,48,Monday,N,N
20221129,2022-11-29,2022,Q4,11,November,48,Tuesday,N,N
20221130,2022-11-30,2022,Q4,11,November,48,Wednesday,N,Y
20221201,2022-12-01,2022,Q4,12,December,48,Thursday,N,N
20221202,2022-12-02,2022,Q4,12,December,48,Friday,N,N
20221203,2022-12-03,2022,Q4,12,December,48,Saturday,Y,N
20221204,2022-12-04,2022,Q4,12,December,48,Sunday,Y,N
20221205,2022-12-05,2022,Q4,12,December,49,Monday,N,N
20221206,2022-12-06,2022,Q4,12,December,49,Tuesday,N,N
20221207,2022-12-07,2022,Q4,12,December,49,Wednesday,N,N
20221208,2022-12-08,2022,Q4,12,December,49,Thursday,N,N
20221209,2022-12-09,2022,Q4,12,December,49,Friday,N,N
20221210,2022-12-10,2022,Q4,12,December,49,Saturday,Y,N
20221211,2022-12-11,2022,Q4,12,December,49,Sunday,Y,N
20221212,2022-12-12,2022,Q4,12,December,50,Monday,N,N
20221213,2022-12-13,2022,Q4,12,December,50,Tuesday,N,Y
20221214,2022-12-14,2022,Q4,12,December,50,Wednesday,N,Y
20221215,2022-12-15,2022,Q4,12,December,50,Thursday,N,N
20221216,2022-12-16,2022,Q4,12,December,50,Friday,N,N
20221217,2022-12-17,2022,Q4,12,December,50,Saturday,Y,Y
20221218,2022-12-18,2022,Q4,12,December,50,Sunday,Y,Y
20221219,2022-12-19,2022,Q4,12,December,51,Monday,N,N
20221220,2022-12-20,2022,Q4,12,December,51,Tuesday,N,Y
20221221,2022-12-21,2022,Q4,12,December,51,Wednesday,N,Y
20221222,2022-12-22,2022,Q4,12,December,51,Thursday,N,N
20221223,2022-12-23,2022,Q4,12,December,51,Friday,N,N
20221224,2022-12-24,2022,Q4,12,December,51,Saturday,Y,N
20221225,2022-12-25,2022,Q4,12,December,51,Sunday,Y,N
20221226,2022-12-26,2022,Q4,12,December,52,Monday,N,N
20221227,2022-12-27,2022,Q4,12,December,52,Tuesday,N,N
20221228,2022-12-28,2022,Q4,12,December,52,Wednesday,N,N
20221229,2022-12-29,2022,Q4,12,December,52,Thursday,N,N
20221230,2022-12-30,2022,Q4,12,December,52,Friday,N,Y
20221231,2022-12-31,2022,Q4,12,December,52,Saturday,Y,Y
20230101,2023-01-01,2023,Q1,1,January,52,Sunday,Y,Y
20230102,2023-01-02,2023,Q1,1,January,1,Monday,N,N
20230103,2023-01-03,2023,Q1,1,January,1,Tuesday,N,N
20230104,2023-01-04,2023,Q1,1,January,1,Wednesday,N,N
20230105,2023-01-05,2023,Q1,1,January,1,Thursday,N,N
20230106,2023-01-06,2023,Q1,1,January,1,Friday,N,N
20230107,2023-01-07,2023,Q1,1,January,1,Saturday,Y,N
20230108,2023-01-08,2023,Q1,1,January,1,Sunday,Y,N
20230109,2023-01-09,2023,Q1,1,January,2,Monday,N,N
20230110,2023-01-10,2023,Q1,1,January,2,Tuesday,N,N
20230111,2023-01-11,2023,Q1,1,January,2,Wednesday,N,N
20230112,2023-01-12,2023,Q1,1,January,2,Thursday,N,Y
20230113,2023-01-13,2023,Q1,1,January,2,Friday,N,Y
20230114,2023-01-14,2023,Q1,1,January,2,Saturday,Y,N
20230115,2023-01-15,2023,Q1,1,January,2,Sunday,Y,N
20230116,2023-01-16,2023,Q1,1,January,3,Monday,N,N
20230117,2023-01-17,2023,Q1,1,January,3,Tuesday,N,N
20230118,2023-01-18,2023,Q1,1,January,3,Wednesday,N,N
20230119,2023-01-19,2023,Q1,1,January,3,Thursday,N,N
20230120,2023-01-20,2023,Q1,1,January,3,Friday,N,N
20230121,2023-01-21,2023,Q1,1,January,3,Saturday,Y,N
20230122,2023-01-22,2023,Q1,1,January,3,Sunday,Y,N
20230123,2023-01-23,2023,Q1,1,January,4,Monday,N,Y
20230124,2023-01-24,2023,Q1,1,January,4,Tuesday,N,N
20230125,2023-01-25,2023,Q1,1,January,4,Wednesday,N,N
20230126,2023-01-26,2023,Q1,1,January,4,Thursday,N,N
20230127,2023-01-27,2023,Q1,1,January,4,Friday,N,N
20230128,2023-01-28,2023,Q1,1,January,4,Saturday,Y,N
20230129,2023-01-29,2023,Q1,1,January,4,Sunday,Y,N
20230130,2023-01-30,2023,Q1,1,January,5,Monday,N,N
20230131,2023-01-31,2023,Q1,1,January,5,Tuesday,N,N
20230201,2023-02-01,2023,Q1,2,February,5,Wednesday,N,N
20230202,2023-02-02,2023,Q1,2,February,5,Thursday,N,N
20230203,2023-02-03,2023,Q1,2,February,5,Friday,N,N
20230204,2023-02-04,2023,Q1,2,February,5,Saturday,Y,Y
20230205,2023-02-05,2023,Q1,2,February,5,Sunday,Y,N
20230206,2023-02-06,2023,Q1,2,February,6,Monday,N,N
20230207,2023-02-07,2023,Q1,2,February,6,Tuesday,N,N
20230208,2023-02-08,2023,Q1,2,February,6,Wednesday,N,Y
20230209,2023-02-09,2023,Q1,2,February,6,Thursday,N,Y
20230210,2023-02-10,2023,Q1,2,February,6,Friday,N,N
20230211,2023-02-11,2023,Q1,2,February,6,Saturday,Y,N
20230212,2023-02-12,2023,Q1,2,February,6,Sunday,Y,N
20230213,2023-02-13,2023,Q1,2,February,7,Monday,N,Y
20230214,2023-02-14,2023,Q1,2,February,7,Tuesday,N,N
20230215,2023-02-15,2023,Q1,2,February,7,Wednesday,N,Y
20230216,2023-02-16,2023,Q1,2,February,7,Thursday,N,N
20230217,2023-02-17,2023,Q1,2,February,7,Friday,N,Y
